,tempo,cor1_x,cor1_y,cor2_x,cor2_y
0,0.0,0.0,-0.00017483,-0.02202797,0.01835664
1,0.00507702,0.00017483,-0.00017483,-0.02202797,0.01835664
2,0.01015404,0.0,-0.00017483,-0.02202797,0.01853147
3,0.01523106,0.00017483,-0.00017483,-0.02202797,0.01853147
4,0.02030807,0.0,-0.00017483,-0.02202797,0.01853147
5,0.02538509,0.00017483,-0.00017483,-0.02202797,0.01853147
6,0.03046211,0.0,-0.00017483,-0.0222028,0.01870629
7,0.03553913,0.00017483,-0.00017483,-0.02237762,0.01870629
8,0.04061615,0.0,-0.00017483,-0.02237762,0.01870629
9,0.04569317,0.0,-0.00017483,-0.02237762,0.01870629
10,0.05077019,0.0,-0.00017483,-0.02237762,0.01870629
11,0.05584721,0.00017483,-0.00017483,-0.02237762,0.01870629
12,0.06092422,0.0,-0.00017483,-0.02237762,0.01870629
13,0.06600124,0.00017483,-0.00017483,-0.02202797,0.01853147
14,0.07107826,0.00017483,-0.00017483,-0.02202797,0.01853147
15,0.07615528,0.00017483,-0.00017483,-0.02202797,0.01853147
16,0.08123229,0.0,-0.00017483,-0.0222028,0.01870629
17,0.08630931,0.0,-0.00017483,-0.02237762,0.01870629
18,0.09138633,0.0,-0.00017483,-0.02237762,0.01888112
19,0.09646335,0.0,-0.00017483,-0.02237762,0.01888112
20,0.10154037,0.0,-0.00017483,-0.02237762,0.01888112
21,0.10661739,0.00017483,-0.00017483,-0.02237762,0.01870629
22,0.11169441,0.0,-0.00017483,-0.0222028,0.01870629
23,0.11677142,0.00017483,-0.00017483,-0.02202797,0.01853147
24,0.12184844,0.0,-0.00017483,-0.02202797,0.01853147
25,0.12692547,0.00017483,-0.00017483,-0.02202797,0.01853147
26,0.13200249,0.0,-0.00017483,-0.02202797,0.01853147
27,0.13707949,0.00017483,-0.00017483,-0.0222028,0.01870629
28,0.14215651,0.0,-0.00017483,-0.02237762,0.01870629
29,0.14723353,0.00017483,-0.00017483,-0.02237762,0.01870629
30,0.15231055,0.0,-0.00017483,-0.02237762,0.01870629
31,0.15738757,0.0,-0.00017483,-0.02237762,0.01870629
32,0.16246459,0.00017483,-0.00017483,-0.0222028,0.01853147
33,0.16754161,0.00017483,-0.00017483,-0.02202797,0.01853147
34,0.17261863,0.0,-0.00017483,-0.02202797,0.01853147
35,0.17769565,0.0,-0.00017483,-0.02202797,0.01853147
36,0.18277267,0.0,-0.00017483,-0.02202797,0.01853147
37,0.18784969,0.0,-0.00017483,-0.02202797,0.01853147
38,0.1929267,0.0,-0.00017483,-0.0222028,0.01853147
39,0.19800372,0.0,-0.00017483,-0.02202797,0.01870629
40,0.20308074,0.0,-0.00017483,-0.0222028,0.01870629
41,0.20815776,0.00017483,-0.00017483,-0.02237762,0.01870629
42,0.21323478,0.00017483,-0.00017483,-0.0222028,0.01870629
43,0.2183118,0.00017483,-0.00017483,-0.0222028,0.01870629
44,0.22338882,0.0,-0.00017483,-0.0222028,0.01870629
45,0.22846583,0.0,-0.00017483,-0.02202797,0.01853147
46,0.23354284,0.0,-0.00017483,-0.02202797,0.01853147
47,0.23861986,0.0,-0.00017483,-0.02202797,0.01853147
48,0.24369688,0.00017483,-0.00017483,-0.02202797,0.01835664
49,0.2487739,0.00017483,-0.00017483,-0.02202797,0.01835664
50,0.25385094,0.0,-0.00017483,-0.02202797,0.01835664
51,0.25892794,0.00017483,-0.00017483,-0.02202797,0.01835664
52,0.26400498,0.0,-0.00017483,-0.02202797,0.01835664
53,0.26908198,0.0,-0.00017483,-0.02202797,0.01835664
54,0.27415898,0.00017483,-0.00017483,-0.02202797,0.01835664
55,0.27923602,0.00017483,-0.00017483,-0.02202797,0.01853147
56,0.28431302,0.00017483,-0.00017483,-0.02202797,0.01853147
57,0.28939006,0.0,-0.00017483,-0.0222028,0.01853147
58,0.29446706,0.00017483,-0.00017483,-0.0222028,0.01853147
59,0.2995441,0.0,-0.00017483,-0.0222028,0.01853147
60,0.3046211,0.00017483,-0.00017483,-0.0222028,0.01853147
61,0.30969813,0.0,-0.00017483,-0.0222028,0.01853147
62,0.31477514,0.00017483,-0.00017483,-0.02202797,0.01853147
63,0.31985217,0.0,-0.00017483,-0.0222028,0.01870629
64,0.32492918,0.00017483,-0.00017483,-0.02237762,0.01870629
65,0.33000621,0.0,-0.00017483,-0.02237762,0.01870629
66,0.33508322,0.00017483,-0.00017483,-0.02237762,0.01870629
67,0.34016025,0.0,-0.00017483,-0.02237762,0.01870629
68,0.34523726,0.00017483,-0.00017483,-0.02237762,0.01870629
69,0.35031429,0.0,-0.00017483,-0.02237762,0.01870629
70,0.35539129,0.00017483,-0.00017483,-0.0222028,0.01870629
71,0.36046833,0.0,-0.00017483,-0.02202797,0.01870629
72,0.36554533,0.00017483,-0.00017483,-0.0222028,0.01870629
73,0.37062234,0.0,-0.00017483,-0.0222028,0.01870629
74,0.37569937,0.00017483,-0.00017483,-0.0222028,0.01870629
75,0.38077638,0.0,-0.00017483,-0.02237762,0.01870629
76,0.38585341,0.0,-0.00017483,-0.02237762,0.01870629
77,0.39093041,0.0,-0.00017483,-0.02237762,0.01870629
78,0.39600745,0.00017483,-0.00017483,-0.0222028,0.01870629
79,0.40108445,0.0,-0.00017483,-0.02237762,0.01870629
80,0.40616149,0.00017483,-0.00017483,-0.02237762,0.01870629
81,0.41123849,0.0,-0.00017483,-0.02237762,0.01870629
82,0.41631553,0.0,-0.00017483,-0.02237762,0.01870629
83,0.42139253,0.0,-0.00017483,-0.02237762,0.01870629
84,0.42646956,0.00017483,-0.00017483,-0.02237762,0.01870629
85,0.43154657,0.0,-0.00017483,-0.02237762,0.01870629
86,0.4366236,0.0,-0.00017483,-0.0222028,0.01870629
87,0.44170061,0.0,-0.00017483,-0.02237762,0.01870629
88,0.44677764,0.0,-0.00017483,-0.02237762,0.01870629
89,0.45185465,0.0,-0.00017483,-0.0222028,0.01870629
90,0.45693165,0.0,-0.00017483,-0.0222028,0.01870629
91,0.46200868,0.00017483,-0.00017483,-0.02237762,0.01870629
92,0.46708569,0.0,-0.00017483,-0.0222028,0.01870629
93,0.47216272,0.0,-0.00017483,-0.02202797,0.01853147
94,0.47723973,0.0,-0.00017483,-0.02202797,0.01853147
95,0.48231676,0.0,-0.00017483,-0.02202797,0.01853147
96,0.48739377,0.00017483,-0.00017483,-0.02202797,0.01853147
97,0.4924708,0.0,-0.00017483,-0.02202797,0.01853147
98,0.49754781,0.00017483,-0.00017483,-0.02202797,0.01853147
99,0.50262481,0.0,-0.00017483,-0.02202797,0.01853147
100,0.50770187,0.0,-0.00017483,-0.02202797,0.01853147
101,0.51277888,0.00017483,-0.00017483,-0.02202797,0.01853147
102,0.51785588,0.0,-0.00017483,-0.02202797,0.01870629
103,0.52293289,0.0,-0.00017483,-0.0222028,0.01870629
104,0.52800995,0.0,-0.00017483,-0.0222028,0.01870629
105,0.53308696,0.0,-0.00017483,-0.0222028,0.01870629
106,0.53816396,0.0,-0.00017483,-0.0222028,0.01870629
107,0.54324096,0.00017483,-0.00017483,-0.02202797,0.01853147
108,0.54831797,0.0,-0.00017483,-0.02202797,0.01853147
109,0.55339503,0.0,-0.00017483,-0.02202797,0.01853147
110,0.55847204,0.0,-0.00017483,-0.02202797,0.01853147
111,0.56354904,0.00017483,-0.00017483,-0.02202797,0.01853147
112,0.56862605,0.0,-0.00017483,-0.02202797,0.01853147
113,0.57370311,0.0,-0.00017483,-0.02202797,0.01853147
114,0.57878011,0.0,-0.00017483,-0.02202797,0.01853147
115,0.58385712,0.0,-0.00017483,-0.02202797,0.01853147
116,0.58893412,0.0,-0.00017483,-0.02202797,0.01853147
117,0.59401119,0.00017483,-0.00017483,-0.02202797,0.01853147
118,0.59908819,0.00017483,-0.00017483,-0.02202797,0.01853147
119,0.6041652,0.00017483,-0.00017483,-0.02202797,0.01853147
120,0.6092422,0.00017483,-0.00017483,-0.02202797,0.01835664
121,0.61431926,0.00017483,-0.00017483,-0.02202797,0.01835664
122,0.61939627,0.0,-0.00017483,-0.02202797,0.01853147
123,0.62447327,0.0,-0.00017483,-0.02202797,0.01853147
124,0.62955028,0.0,-0.00017483,-0.02202797,0.01853147
125,0.63462734,0.00017483,-0.00017483,-0.02202797,0.01853147
126,0.63970435,0.0,-0.00017483,-0.0222028,0.01853147
127,0.64478135,0.00017483,-0.00017483,-0.0222028,0.01870629
128,0.64985836,0.0,-0.00017483,-0.02237762,0.01870629
129,0.65493536,0.0,-0.00017483,-0.02237762,0.01870629
130,0.66001242,0.0,-0.00017483,-0.02237762,0.01870629
131,0.66508943,0.0,-0.00017483,-0.02237762,0.01870629
132,0.67016643,0.0,-0.00017483,-0.02237762,0.01870629
133,0.67524344,0.00017483,-0.00017483,-0.02237762,0.01870629
134,0.6803205,0.0,-0.00017483,-0.02237762,0.01870629
135,0.68539751,0.00017483,-0.00017483,-0.02237762,0.01870629
136,0.69047451,0.0,-0.00017483,-0.02237762,0.01870629
137,0.69555151,0.00017483,-0.00017483,-0.02237762,0.01870629
138,0.70062858,0.0,-0.00017483,-0.02237762,0.01870629
139,0.70570558,0.00017483,-0.00017483,-0.02237762,0.01870629
140,0.71078259,0.0,-0.00017483,-0.02237762,0.01870629
141,0.71585959,0.00017483,-0.00017483,-0.02237762,0.01870629
142,0.72093666,0.0,-0.00017483,-0.02237762,0.01870629
143,0.72601366,0.00017483,-0.00017483,-0.0222028,0.01870629
144,0.73109066,0.0,-0.00017483,-0.0222028,0.01870629
145,0.73616767,0.00017483,-0.00017483,-0.02237762,0.01870629
146,0.74124467,0.00017483,-0.00017483,-0.02237762,0.01870629
147,0.74632174,0.0,-0.00017483,-0.02237762,0.01870629
148,0.75139874,0.0,-0.00017483,-0.0222028,0.01870629
149,0.75647575,0.00017483,-0.00017483,-0.0222028,0.01853147
150,0.76155275,0.00017483,-0.00017483,-0.02202797,0.01853147
151,0.76662982,0.0,-0.00017483,-0.02202797,0.01853147
152,0.77170682,0.0,-0.00017483,-0.02202797,0.01853147
153,0.77678382,0.00017483,-0.00017483,-0.02202797,0.01853147
154,0.78186083,0.00017483,-0.00017483,-0.02202797,0.01853147
155,0.78693789,0.00017483,-0.00017483,-0.02202797,0.01853147
156,0.7920149,0.00017483,-0.00017483,-0.02202797,0.01853147
157,0.7970919,0.00017483,-0.00017483,-0.02202797,0.01853147
158,0.80216891,0.00017483,-0.00017483,-0.02202797,0.01853147
159,0.80724597,0.00017483,-0.00017483,-0.02202797,0.01853147
