t	X1	Y1	X2	Y2
s	m	m	m	m
 0,00000000	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,00508102	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,01016203	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,01524305	-0,00036630	 0,00091575	-0,00769231	-0,00274725
 0,02032407	-0,00036630	 0,00073260	-0,00769231	-0,00256410
 0,02540509	-0,00036630	 0,00073260	-0,00769231	-0,00274725
 0,03048610	-0,00036630	 0,00073260	-0,00769231	-0,00274725
 0,03556712	-0,00036630	 0,00073260	-0,00769231	-0,00274725
 0,04064814	-0,00036630	 0,00073260	-0,00769231	-0,00274725
 0,04572916	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,05081017	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,05589119	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,06097221	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,06605323	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,07113424	-0,00036630	 0,00091575	-0,00750916	-0,00274725
 0,07621526	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,08129627	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,08637729	-0,00036630	 0,00073260	-0,00769231	-0,00274725
 0,09145831	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,09653933	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,10162035	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,10670136	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,11178238	-0,00036630	 0,00073260	-0,00769231	-0,00256410
 0,11686340	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,12194441	-0,00036630	 0,00073260	-0,00787546	-0,00256410
 0,12702543	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,13210645	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,13718747	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,14226848	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,14734951	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,15243052	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,15751153	-0,00036630	 0,00091575	-0,00769231	-0,00256410
 0,16259255	-0,00036630	 0,00073260	-0,00769231	-0,00256410
 0,16767357	-0,00036630	 0,00091575	-0,00750916	-0,00274725
 0,17275459	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,17783560	-0,00036630	 0,00073260	-0,00769231	-0,00256410
 0,18291663	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,18799764	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,19307865	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,19815968	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,20324069	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,20832171	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,21340272	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,21848375	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,22356476	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,22864577	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,23372680	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,23880781	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,24388883	-0,00036630	 0,00073260	-0,00750916	-0,00256410
 0,24896985	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,25405085	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,25913188	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,26421291	-0,00036630	 0,00073260	-0,00750916	-0,00274725
 0,26929390	-0,00036630	 0,00073260	-0,00750916	-0,00274725
