t	X1	Y1	X2	Y2
s	m	m	m	m
 0,00000000	 0,00000000	-0,00017483	-0,02202797	 0,01835664
 0,00507702	 0,00017483	-0,00017483	-0,02202797	 0,01835664
 0,01015404	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,01523106	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,02030807	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,02538509	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,03046211	 0,00000000	-0,00017483	-0,02220280	 0,01870629
 0,03553913	 0,00017483	-0,00017483	-0,02237762	 0,01870629
 0,04061615	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,04569317	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,05077019	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,05584721	 0,00017483	-0,00017483	-0,02237762	 0,01870629
 0,06092422	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,06600124	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,07107826	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,07615528	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,08123229	 0,00000000	-0,00017483	-0,02220280	 0,01870629
 0,08630931	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,09138633	 0,00000000	-0,00017483	-0,02237762	 0,01888112
 0,09646335	 0,00000000	-0,00017483	-0,02237762	 0,01888112
 0,10154037	 0,00000000	-0,00017483	-0,02237762	 0,01888112
 0,10661739	 0,00017483	-0,00017483	-0,02237762	 0,01870629
 0,11169441	 0,00000000	-0,00017483	-0,02220280	 0,01870629
 0,11677142	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,12184844	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,12692547	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,13200249	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,13707949	 0,00017483	-0,00017483	-0,02220280	 0,01870629
 0,14215651	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,14723353	 0,00017483	-0,00017483	-0,02237762	 0,01870629
 0,15231055	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,15738757	 0,00000000	-0,00017483	-0,02237762	 0,01870629
 0,16246459	 0,00017483	-0,00017483	-0,02220280	 0,01853147
 0,16754161	 0,00017483	-0,00017483	-0,02202797	 0,01853147
 0,17261863	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,17769565	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,18277267	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,18784969	 0,00000000	-0,00017483	-0,02202797	 0,01853147
 0,19292670	 0,00000000	-0,00017483	-0,02220280	 0,01853147
 0,19800372	 0,00000000	-0,00017483	-0,02202797	 0,01870629
 0,20308074	 0,00000000	-0,00017483	-0,02220280	 0,01870629
 0,20815776	 0,00017483	-0,00017483	-0,02237762	 0,01870629
 0,21323478	 0,00017483	-0,00017483	-0,02220280	 0,01870629
 0,21831180	 0,00017483	-0,00017483	-0,02220280	 0,01870629
 0,22338882	 0,00000000	-0,00017483	-0,02220280	 0,01870629
 0,22846583	 0,00000000	-0,00017483	-0,02202797	 0,01853147
