t	X1	Y1	X2	Y2
s	m	m	m	m
 0,000000000	 0,000727273	-0,000181818	-0,018545454	-0,008363636
 0,005091002	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,010182003	 0,000727273	-0,000181818	-0,018181818	-0,008545455
 0,015273006	 0,000727273	-0,000181818	-0,018181818	-0,008727273
 0,020364007	 0,000727273	-0,000181818	-0,018181818	-0,008545455
 0,025455009	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,030546011	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,035637014	 0,000727273	-0,000181818	-0,018545454	-0,008545455
 0,040728014	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,045819014	 0,000727273	-0,000181818	-0,018181818	-0,008727273
 0,050910018	 0,000727273	-0,000181818	-0,017999999	-0,008727273
 0,056001019	 0,000727273	-0,000181818	-0,017818183	-0,008727273
 0,061092023	 0,000727273	-0,000181818	-0,018181818	-0,008727273
 0,066183023	 0,000727273	-0,000181818	-0,018181818	-0,008727273
 0,071274027	 0,000727273	-0,000181818	-0,018545454	-0,008545455
 0,076365024	 0,000727273	-0,000181818	-0,018545454	-0,008545455
 0,081456028	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,086547032	 0,000727273	-0,000181818	-0,018181818	-0,008545455
 0,091638029	 0,000727273	-0,000181818	-0,018181818	-0,008727273
 0,096729033	 0,000727273	-0,000181818	-0,017999999	-0,008727273
 0,101820037	 0,000727273	-0,000181818	-0,018181818	-0,008545455
 0,106911033	 0,000727273	-0,000181818	-0,018181818	-0,008545455
 0,112002037	 0,000727273	-0,000181818	-0,018363636	-0,008363636
 0,117093042	 0,000727273	-0,000181818	-0,018363636	-0,008545455
 0,122184046	 0,000727273	-0,000181818	-0,018363636	-0,008363636
 0,127275050	 0,000727273	-0,000181818	-0,017999999	-0,008727273
 0,132366046	 0,000727273	-0,000181818	-0,018181818	-0,008363636
 0,137457043	 0,000727273	-0,000181818	-0,018181818	-0,008727273
