t	X1	Y1	X2	Y2
s	m	m	m	m
 0,00000000	 0,00053191	 0,00017730	-0,01932624	 0,00070922
 0,00508600	 0,00070922	 0,00017730	-0,01932624	 0,00070922
 0,01017201	 0,00070922	 0,00017730	-0,01932624	 0,00053191
 0,01525801	 0,00070922	-0,00000000	-0,01932624	 0,00070922
 0,02034402	 0,00070922	-0,00000000	-0,01932624	 0,00053191
 0,02543002	 0,00070922	-0,00000000	-0,01932624	 0,00053191
 0,03051603	 0,00070922	-0,00000000	-0,01932624	 0,00053191
 0,03560203	 0,00070922	-0,00000000	-0,01932624	 0,00070922
 0,04068803	 0,00070922	-0,00000000	-0,01932624	 0,00070922
 0,04577404	 0,00070922	-0,00000000	-0,01932624	 0,00070922
 0,05086004	 0,00070922	-0,00000000	-0,01932624	 0,00070922
 0,05594605	 0,00070922	-0,00017730	-0,01932624	 0,00070922
 0,06103205	 0,00070922	-0,00017730	-0,01932624	 0,00070922
 0,06611806	 0,00070922	-0,00017730	-0,01932624	 0,00070922
 0,07120407	 0,00070922	-0,00017730	-0,01932624	 0,00070922
 0,07629007	 0,00070922	-0,00035461	-0,01932624	 0,00088652
 0,08137607	 0,00070922	-0,00035461	-0,01932624	 0,00070922
 0,08646207	 0,00070922	-0,00035461	-0,01932624	 0,00088652
 0,09154808	 0,00070922	-0,00035461	-0,01932624	 0,00088652
 0,09663408	 0,00070922	-0,00035461	-0,01932624	 0,00088652
 0,10172009	 0,00070922	-0,00035461	-0,01932624	 0,00088652
 0,10680609	 0,00070922	-0,00053191	-0,01932624	 0,00088652
 0,11189210	 0,00070922	-0,00053191	-0,01932624	 0,00070922
 0,11697810	 0,00070922	-0,00053191	-0,01932624	 0,00070922
 0,12206411	 0,00070922	-0,00053191	-0,01932624	 0,00088652
 0,12715012	 0,00070922	-0,00053191	-0,01932624	 0,00088652
 0,13223612	 0,00070922	-0,00053191	-0,01932624	 0,00070922
 0,13732213	 0,00070922	-0,00053191	-0,01914894	 0,00070922
 0,14240813	 0,00070922	-0,00053191	-0,01932624	 0,00088652
 0,14749414	 0,00070922	-0,00053191	-0,01932624	 0,00088652
 0,15258014	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,15766615	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,16275214	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,16783814	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,17292415	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,17801015	 0,00070922	-0,00070922	-0,01932624	 0,00088652
 0,18309616	 0,00070922	-0,00088652	-0,01932624	 0,00088652
 0,18818216	 0,00070922	-0,00088652	-0,01914894	 0,00070922
 0,19326816	 0,00070922	-0,00088652	-0,01914894	 0,00088652
 0,19835417	 0,00070922	-0,00088652	-0,01914894	 0,00070922
 0,20344017	 0,00070922	-0,00088652	-0,01914894	 0,00070922
 0,20852618	 0,00070922	-0,00088652	-0,01914894	 0,00088652
 0,21361218	 0,00070922	-0,00088652	-0,01914894	 0,00070922
 0,21869819	 0,00088652	-0,00106383	-0,01914894	 0,00088652
 0,22378419	 0,00088652	-0,00106383	-0,01932624	 0,00088652
 0,22887020	 0,00088652	-0,00106383	-0,01932624	 0,00106383
 0,23395620	 0,00088652	-0,00106383	-0,01932624	 0,00088652
 0,23904221	 0,00088652	-0,00124113	-0,01932624	 0,00088652
 0,24412821	 0,00088652	-0,00124113	-0,01932624	 0,00088652
 0,24921422	 0,00088652	-0,00124113	-0,01932624	 0,00106383
 0,25430024	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,25938624	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,26447225	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,26955825	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,27464426	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,27973026	 0,00088652	-0,00141844	-0,01914894	 0,00088652
 0,28481627	 0,00088652	-0,00141844	-0,01897163	 0,00088652
 0,28990227	 0,00070922	-0,00159574	-0,01897163	 0,00088652
 0,29498827	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,30007428	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,30516028	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,31024629	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,31533229	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,32041830	 0,00070922	-0,00159574	-0,01914894	 0,00088652
 0,32550427	 0,00070922	-0,00159574	-0,01897163	 0,00088652
 0,33059028	 0,00070922	-0,00159574	-0,01897163	 0,00088652
 0,33567628	 0,00070922	-0,00177305	-0,01897163	 0,00070922
 0,34076229	 0,00070922	-0,00177305	-0,01897163	 0,00070922
 0,34584829	 0,00070922	-0,00177305	-0,01897163	 0,00070922
 0,35093430	 0,00070922	-0,00177305	-0,01897163	 0,00088652
 0,35602030	 0,00070922	-0,00177305	-0,01897163	 0,00070922
 0,36110631	 0,00088652	-0,00177305	-0,01897163	 0,00070922
 0,36619231	 0,00088652	-0,00195035	-0,01897163	 0,00088652
 0,37127832	 0,00088652	-0,00195035	-0,01897163	 0,00070922
 0,37636432	 0,00088652	-0,00195035	-0,01897163	 0,00070922
 0,38145033	 0,00088652	-0,00195035	-0,01897163	 0,00070922
 0,38653633	 0,00088652	-0,00195035	-0,01897163	 0,00088652
 0,39162233	 0,00088652	-0,00212766	-0,01897163	 0,00088652
 0,39670834	 0,00088652	-0,00212766	-0,01897163	 0,00088652
 0,40179434	 0,00070922	-0,00212766	-0,01897163	 0,00088652
 0,40688035	 0,00070922	-0,00212766	-0,01897163	 0,00088652
 0,41196635	 0,00070922	-0,00212766	-0,01897163	 0,00088652
 0,41705236	 0,00088652	-0,00230496	-0,01897163	 0,00088652
 0,42213836	 0,00088652	-0,00230496	-0,01897163	 0,00106383
 0,42722437	 0,00088652	-0,00230496	-0,01897163	 0,00088652
 0,43231037	 0,00088652	-0,00230496	-0,01914894	 0,00106383
 0,43739638	 0,00088652	-0,00230496	-0,01914894	 0,00088652
 0,44248238	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,44756839	 0,00088652	-0,00248227	-0,01914894	 0,00106383
 0,45265439	 0,00088652	-0,00248227	-0,01897163	 0,00106383
 0,45774040	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,46282640	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,46791241	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,47299841	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,47808442	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,48317042	 0,00088652	-0,00248227	-0,01897163	 0,00088652
 0,48825642	 0,00088652	-0,00248227	-0,01879433	 0,00088652
 0,49334243	 0,00088652	-0,00248227	-0,01879433	 0,00088652
 0,49842843	 0,00088652	-0,00265957	-0,01879433	 0,00088652
 0,50351447	 0,00088652	-0,00265957	-0,01879433	 0,00088652
 0,50860047	 0,00088652	-0,00265957	-0,01879433	 0,00088652
