Distance_(pixels),Gray_Value
1600,886.861
1601,870.978
1602,880.000
1603,897.577
1604,897.343
1605,896.000
1606,917.810
1607,919.358
1608,951.387
1609,943.650
1610,888.088
1611,889.022
1612,889.314
1613,889.139
1614,926.511
1615,920.000
1616,899.650
1617,916.234
1618,897.927
1619,899.679
1620,932.409
1621,920.000
1622,909.723
1623,900.380
1624,886.978
1625,912.905
1626,944.000
1627,941.985
1628,939.737
1629,932.759
1630,905.810
1631,896.555
1632,888.000
1633,890.423
1634,893.168
1635,883.796
1636,880.000
1637,905.547
1638,923.299
1639,917.752
1640,920.000
1641,934.599
1642,903.066
1643,859.883
1644,864.000
1645,892.584
1646,913.401
1647,904.701
1648,912.000
1649,920.000
1650,916.204
1651,892.905
1652,884.934
1653,885.051
1654,888.496
1655,896.292
1656,890.599
1657,896.555
1658,882.365
1659,889.255
1660,913.080
1661,931.971
1662,940.204
1663,912.000
1664,902.336
1665,921.810
1666,952.847
1667,954.745
1668,910.803
1669,907.679
1670,904.964
1671,885.080
1672,881.460
1673,888.613
1674,934.511
1675,935.241
1676,942.949
1677,943.270
1678,904.000
1679,904.263
1680,905.022
1681,899.212
1682,907.066
1683,906.219
1684,903.328
1685,900.847
1686,911.095
1687,947.912
1688,931.445
1689,891.766
1690,856.234
1691,842.423
1692,902.394
1693,921.109
1694,909.518
1695,909.869
1696,870.219
1697,850.949
1698,873.226
1699,895.270
1700,917.080
1701,898.686
1702,863.358
1703,873.547
1704,890.044
1705,901.489
1706,897.927
1707,914.073
1708,930.423
1709,922.774
1710,907.708
1711,891.825
1712,904.000
1713,908.058
1714,896.701
1715,899.124
1716,903.182
1717,889.051
1718,880.788
1719,872.000
1720,887.007
1721,927.942
1722,956.438
1723,938.453
1724,917.372
1725,914.920
1726,905.693
1727,899.533
1728,879.328
1729,886.511
1730,936.000
1731,940.321
1732,904.613
1733,920.000
1734,939.533
1735,910.861
1736,883.766
1737,894.861
1738,908.934
1739,910.190
1740,909.635
1741,902.657
1742,918.336
1743,896.000
1744,873.927
1745,896.613
1746,903.912
1747,927.825
1748,934.832
1749,879.474
1750,849.898
1751,881.489
1752,899.066
1753,916.380
1754,917.080
1755,921.927
1756,934.920
1757,907.591
1758,901.255
1759,887.153
1760,871.737
1761,891.328
1762,896.000
1763,918.102
1764,904.000
1765,873.606
1766,888.263
1767,923.270
1768,923.036
1769,877.401
