Distance_(pixels),Gray_Value
516,1099.852
517,1110.414
518,1091.435
519,1060.677
520,1003.174
521,1023.712
522,1038.586
523,1110.350
524,1337.052
525,1535.931
526,1869.541
527,2120.840
528,2353.728
529,2390.996
530,2313.781
531,2082.832
532,1783.936
533,1589.950
534,1558.586
535,1904.402
536,2801.105
537,4531.633
538,7033.410
539,9877.905
540,13501.007
541,17779.191
542,22365.678
543,27159.516
544,31737.150
545,36555.820
546,40034.742
547,42163.484
548,43030.340
549,43415.250
550,41117.148
551,37467.395
552,33292.598
553,27522.756
554,20933.189
555,15258.356
556,10814.929
557,6995.414
558,4240.531
559,2599.322
560,1841.548
561,1681.964
562,1934.939
563,2402.600
564,2780.096
565,2780.122
566,2562.951
567,2302.813
568,2014.699
569,1657.162
570,1365.276
571,1173.967
572,1160.000
573,1244.741
574,1328.332
575,1394.601
576,1425.621
577,1450.859
578,1418.302
579,1282.811
580,1132.811
581,1010.049
582,972.902
583,935.077
584,928.357
585,958.050
586,969.035
587,953.602
588,972.261
589,1018.286
590,975.825
591,978.203
592,1028.729
593,1023.595
594,979.609
595,976.634
596,975.958
597,955.426
598,904.876
599,940.296
600,920.756
601,933.947
602,980.727
603,947.759
604,937.025
605,933.763
606,982.658
607,994.271
608,1009.603
609,1008.041
610,978.576
611,937.669
612,909.853
613,887.225
614,863.326
615,899.604
616,906.485
617,937.632
618,974.301
619,963.143
620,915.021
621,924.084
622,888.013
623,910.656
624,900.826
625,884.012
626,940.070
627,947.657
628,920.454
629,918.538
630,890.504
631,880.902
632,889.215
633,892.615
634,902.955
635,919.292
636,903.182
637,896.909
638,893.775
639,875.680
640,924.377
641,939.232
642,905.751
643,914.462
644,965.499
645,1007.180
646,948.026
647,960.733
648,906.526
649,892.462
650,935.355
651,915.993
652,936.621
653,954.885
654,915.632
655,905.329
656,892.339
657,881.080
658,865.866
659,903.529
660,937.941
661,950.092
662,930.481
663,889.058
664,905.347
665,945.190
666,935.935
667,904.251
668,882.915
669,958.412
670,917.128
671,903.396
672,912.003
673,899.066
674,886.361
675,854.958
676,822.876
677,860.350
678,889.007
679,910.373
680,926.601
681,898.889
682,921.314
683,956.742
684,951.913
685,933.216
686,919.083
687,890.866
688,893.798
689,872.066
690,871.553
691,901.101
692,865.056
693,897.692
694,930.301
695,913.606
696,872.760
697,919.541
698,883.940
699,890.886
700,901.806
701,881.343
702,895.752
703,901.947
704,905.893
705,910.754
706,934.973
707,935.974
708,896.594
709,919.362
710,902.716
711,910.546
712,949.408
713,927.808
714,923.868
715,942.000
716,930.127
717,928.605
718,891.348
719,982.013
720,934.010
721,918.772
722,901.112
723,904.490
724,893.499
725,900.188
726,896.604
727,918.204
728,960.198
729,966.028
730,951.987
731,935.902
732,938.218
733,917.319
734,922.827
735,929.001
736,907.625
737,892.580
738,881.086
739,916.266
740,898.881
741,915.868
742,916.566
743,886.613
744,847.167
745,889.885
746,885.089
747,917.006
748,883.030
749,871.055
750,916.520
751,930.531
752,886.665
753,880.968
754,903.256
755,890.849
756,892.828
757,902.906
758,895.966
759,905.846
760,903.162
761,924.820
762,884.593
763,891.413
764,891.940
765,937.134
766,920.585
767,963.901
768,974.808
769,934.146
770,944.663
771,966.688
772,932.824
773,909.284
774,906.598
775,922.264
776,900.383
777,904.359
778,903.376
779,938.873
780,925.091
781,899.515
782,939.033
783,950.374
784,926.709
785,932.749
786,897.153
787,894.280
788,934.065
789,900.741
790,937.172
791,934.068
792,942.746
793,892.893
794,942.432
795,905.029
796,933.700
797,905.087
798,884.719
799,896.601
800,921.485
801,925.448
802,914.918
803,917.751
804,917.594
805,936.969
806,931.372
807,944.309
808,941.258
809,923.841
810,936.784
811,937.303
812,888.036
813,885.515
814,919.195
815,880.057
816,933.693
817,956.185
818,894.417
819,901.818
820,903.069
821,945.260
822,954.113
823,936.935
824,944.511
825,923.692
826,910.891
827,910.127
828,911.389
829,909.200
830,900.168
831,913.723
832,926.512
833,897.860
834,907.874
835,870.642
836,894.107
837,922.277
838,958.083
839,922.960
840,893.101
841,856.406
842,877.967
843,938.930
844,897.902
845,886.413
846,920.982
847,891.823
848,876.339
849,932.364
850,957.259
851,935.203
852,918.495
853,915.259
854,921.875
855,943.450
856,960.706
857,954.512
858,942.000
859,965.517
860,1005.272
861,1123.541
862,1107.192
863,1187.406
864,1225.309
865,1177.028
866,1196.331
867,1160.787
868,1150.912
869,1214.627
870,1265.070
871,1413.521
872,1599.665
873,1727.344
874,1793.016
875,1836.446
876,1731.781
877,1522.786
878,1413.037
879,1330.611
880,1222.698
881,1232.345
882,1460.553
883,1955.861
884,2751.669
885,3754.839
886,5087.301
887,6763.626
888,8360.588
889,10341.688
890,11855.641
891,13284.449
892,14091.660
893,14297.772
894,14023.458
895,13447.737
896,13042.207
897,13025.207
898,12823.059
899,11427.243
900,9021.825
901,6956.300
902,5472.071
903,4009.823
904,2773.291
905,1954.121
