Distance_(pixels),Gray_Value
795,102.5058
796,102.5216
797,101.2277
798,101.8040
799,100.7565
800,101.5562
801,100.1340
802,102.1369
803,102.1225
804,102.1254
805,99.7219
806,99.9193
807,101.1297
808,99.3501
809,102.1138
810,101.4899
811,102.4914
812,101.3487
813,101.9611
814,100.8213
815,100.7997
816,102.6643
817,101.2061
818,101.4121
819,100.8487
820,101.4510
821,100.0086
822,101.2334
823,101.1124
824,101.5922
825,101.0432
826,101.1081
827,101.4928
828,99.0793
829,101.8559
830,101.7378
831,101.0317
832,101.4856
833,99.6210
834,101.9582
835,100.2853
836,101.4337
837,100.4769
838,100.6196
839,102.0043
840,99.5346
841,99.5086
842,100.8487
843,100.9683
844,100.5937
845,100.8487
846,100.1484
847,98.5735
848,99.7435
849,98.9380
850,99.7738
851,101.4308
852,101.2349
853,101.3862
854,101.1470
855,99.9222
856,99.3804
857,101.3545
858,102.4020
859,101.0937
860,101.4510
861,101.2997
862,100.8213
863,100.1037
864,99.4870
865,99.3444
866,99.8818
867,99.9654
868,99.4323
869,100.8862
870,100.3098
871,99.4640
872,99.2233
873,98.7392
874,99.4870
875,102.1744
876,100.6599
877,99.0922
878,101.2622
879,101.1902
880,101.3718
881,100.5072
882,100.8646
883,100.1671
884,101.2478
885,100.0519
886,100.0043
887,98.3977
888,99.0173
889,98.8487
890,101.3040
891,100.4078
